2013년_남자 인구수,2013년_여자 인구수,2014년_남자 인구수,2014년_여자 인구수,2015년_남자 인구수,2015년_여자 인구수,2016년_남자 인구수,2016년_여자 인구수,2017년_남자 인구수,2017년_여자 인구수,2018년_남자 인구수,2018년_여자 인구수,2019년_남자 인구수,2019년_여자 인구수,2020년_남자 인구수,2020년_여자 인구수,2021년_남자 인구수,2021년_여자 인구수,2022년_남자 인구수,2022년_여자 인구수
"297,504","296,302","304,656","302,690","313,428","310,967","322,545","319,052","330,823","326,260","335,719","331,472","337,345","333,644","338,609","336,026","339,177","337,582","339,590","338,569"
